IncomeBucket,Year-1,GII,Year,Country,Code,Country-1,Country-2,Region,Population,Area,Pop. Density,Coastline,Net migration,Infant mortality,GDP,Literacy,Phones,Arable,Crops,Other,Climate,Birthrate,Deathrate,Agriculture,Industry,Service,Agriculture-1,Arable-1,Area-1,Birthrate-1,EducationIndexBucket,Date,GIvsEI,Climate-1,Coastline-1,Country (Sheet1),Country-3,Country-4,Crops-1,Deathrate-1,EI,GDP-1,GII-1,HDI Rank (2015),HDI Rank,Industry-1,Infant mortality-1,Literacy-1,Net migration-1,Number of Records,Other-1,Phones-1,Pop. Density-1,Population-1,Region-1,Service-1,Year-2,Year-3
L,2012,0.596,2012,Mozambique,MOZ,Mozambique,Mozambique,SUB-SAHARAN AFRICA,19686505,801590,24.56,0.31,0,130.79,1200,47.8,3.54,5.1,0.3,94.6,2,35.18,21.35,0.262,0.348,0.39,0.262,5.1,801590,35.18,"Low (
0.206 - 0.498)",1/1/2012,1.641873278,2,0.31,Mozambique,Mozambique,Mozambique,0.3,21.35,0.363,1200,0.596,181,181,0.348,130.79,47.8,0,1,94.6,3.54,24.56,19686505,SUB-SAHARAN AFRICA,0.39,2012,2012
UM,2012,0.506,2012,Namibia,NAM,Namibia,Namibia,SUB-SAHARAN AFRICA,2044147,825418,2.48,0.19,0,48.98,7200,84,62.57,0.99,0,99.01,1,24.32,18.86,0.097,0.315,0.588,0.097,0.99,825418,24.32,Low-Medium (0.498 - 0.659),1/1/2012,0.942271881,1,0.19,Namibia,Namibia,Namibia,0,18.86,0.537,7200,0.506,125,125,0.315,48.98,84,0,1,99.01,62.57,2.48,2044147,SUB-SAHARAN AFRICA,0.588,2012,2012
L,2012,0.518,2012,Nepal,NPL,Nepal,Nepal,ASIA (EX. NEAR EAST),28287147,147181,192.19,0,0,66.98,1400,45.2,15.86,21.68,0.64,77.68,,30.98,9.31,0.38,0.21,0.41,0.38,21.68,147181,30.98,"Low (
0.206 - 0.498)",1/1/2012,1.111587983,,0,Nepal,Nepal,Nepal,0.64,9.31,0.466,1400,0.518,144,144,0.21,66.98,45.2,0,1,77.68,15.86,192.19,28287147,ASIA (EX. NEAR EAST),0.41,2012,2012
H,2012,0.049,2012,Netherlands,NLD,Netherlands,Netherlands,WESTERN EUROPE,16491461,41526,397.14,1.09,2.91,5.04,28600,99,460.84,26.71,0.97,72.32,3,10.9,8.68,0.021,0.244,0.736,0.021,26.71,41526,10.9,High (0.780 - 0.939),1/1/2012,0.0546875,3,1.09,Netherlands,Netherlands,Netherlands,0.97,8.68,0.896,28600,0.049,7,7,0.244,5.04,99,2.91,1,72.32,460.84,397.14,16491461,WESTERN EUROPE,0.736,2012,2012
LM,2012,0.479,2012,Nicaragua,NIC,Nicaragua,Nicaragua,LATIN AMER. & CARIB,5570129,129494,43.01,0.7,-1.22,29.11,2300,67.5,39.66,15.94,1.94,82.12,2,24.51,4.45,0.165,0.275,0.56,0.165,15.94,129494,24.51,Low-Medium (0.498 - 0.659),1/1/2012,0.905482042,2,0.7,Nicaragua,Nicaragua,Nicaragua,1.94,4.45,0.529,2300,0.479,124,124,0.275,29.11,67.5,-1.22,1,82.12,39.66,43.01,5570129,LATIN AMER. & CARIB,0.56,2012,2012
L,2012,0.707,2012,Niger,NER,Niger,Niger,SUB-SAHARAN AFRICA,12525094,1267000,9.89,0,-0.67,121.69,800,17.6,1.92,3.54,0.01,96.45,1,50.73,20.91,0.39,0.17,0.44,0.39,3.54,1267000,50.73,"Low (
0.206 - 0.498)",1/1/2012,3.552763819,1,0,Niger,Niger,Niger,0.01,20.91,0.199,800,0.707,187,187,0.17,121.69,17.6,-0.67,1,96.45,1.92,9.89,12525094,SUB-SAHARAN AFRICA,0.44,2012,2012
H,2012,0.067,2012,Norway,NOR,Norway,Norway,WESTERN EUROPE,4610820,323802,14.24,7.77,1.74,3.7,37800,100,461.74,2.87,0,97.13,3,11.46,9.4,0.021,0.415,0.564,0.021,2.87,323802,11.46,High (0.780 - 0.939),1/1/2012,0.073869901,3,7.77,Norway,Norway,Norway,0,9.4,0.907,37800,0.067,1,1,0.415,3.7,100,1.74,1,97.13,461.74,14.24,4610820,WESTERN EUROPE,0.564,2012,2012
H,2012,0.302,2012,Oman,OMN,Oman,Oman,NEAR EAST,3102229,212460,14.6,0.98,0.28,19.51,13100,75.8,85.49,0,0.14,99.74,1,36.24,3.81,0.027,0.39,0.583,0.027,0,212460,36.24,Low-Medium (0.498 - 0.659),1/1/2012,0.466049383,1,0.98,Oman,Oman,Oman,0.14,3.81,0.648,13100,0.302,52,52,0.39,19.51,75.8,0.28,1,99.74,85.49,14.6,3102229,NEAR EAST,0.583,2012,2012
LM,2012,0.556,2012,Pakistan,PAK,Pakistan,Pakistan,ASIA (EX. NEAR EAST),165803560,803940,206.24,0.13,-2.77,72.44,2100,45.7,31.83,27.87,0.87,71.26,1,29.74,8.23,0.216,0.251,0.533,0.216,27.87,803940,29.74,"Low (
0.206 - 0.498)",1/1/2012,1.455497382,1,0.13,Pakistan,Pakistan,Pakistan,0.87,8.23,0.382,2100,0.556,147,147,0.251,72.44,45.7,-2.77,1,71.26,31.83,206.24,165803560,ASIA (EX. NEAR EAST),0.533,2012,2012
UM,2012,0.512,2012,Panama,PAN,Panama,Panama,LATIN AMER. & CARIB,3191319,78200,40.81,3.18,-0.91,20.47,6300,92.6,137.91,7.36,1.98,90.66,2,21.74,5.36,0.068,0.156,0.776,0.068,7.36,78200,21.74,Upper-Medium (0.659 - 0.780),1/1/2012,0.75739645,2,3.18,Panama,Panama,Panama,1.98,5.36,0.676,6300,0.512,60,60,0.156,20.47,92.6,-0.91,1,90.66,137.91,40.81,3191319,LATIN AMER. & CARIB,0.776,2012,2012
LM,2012,0.491,2012,Paraguay,PRY,Paraguay,Paraguay,LATIN AMER. & CARIB,6506464,406750,16,0,-0.08,25.63,4700,94,49.23,7.6,0.23,92.17,2,29.1,4.49,0.224,0.207,0.569,0.224,7.6,406750,29.1,Low-Medium (0.498 - 0.659),1/1/2012,0.810231023,2,0,Paraguay,Paraguay,Paraguay,0.23,4.49,0.606,4700,0.491,110,110,0.207,25.63,94,-0.08,1,92.17,49.23,16,6506464,LATIN AMER. & CARIB,0.569,2012,2012
UM,2012,0.4,2012,Peru,PER,Peru,Peru,LATIN AMER. & CARIB,28302603,1285220,22.02,0.19,-1.05,31.94,5100,90.9,79.52,2.89,0.4,96.71,1.5,20.48,6.23,0.08,0.27,0.65,0.08,2.89,1285220,20.48,Upper-Medium (0.659 - 0.780),1/1/2012,0.595238095,1.5,0.19,Peru,Peru,Peru,0.4,6.23,0.672,5100,0.4,87,87,0.27,31.94,90.9,-1.05,1,96.71,79.52,22.02,28302603,LATIN AMER. & CARIB,0.65,2012,2012
LM,2012,,2012,Philippines,PHL,Philippines,Philippines,ASIA (EX. NEAR EAST),89468677,300000,298.23,12.1,-1.5,23.51,4600,92.6,38.42,18.95,16.77,64.28,2,24.89,5.41,0.144,0.326,0.53,0.144,18.95,300000,24.89,Low-Medium (0.498 - 0.659),1/1/2012,,2,12.1,Philippines,Philippines,Philippines,16.77,5.41,0.631,4600,,116,116,0.326,23.51,92.6,-1.5,1,64.28,38.42,298.23,89468677,ASIA (EX. NEAR EAST),0.53,2012,2012
H,2012,0.152,2012,Poland,POL,Poland,Poland,EASTERN EUROPE,38536869,312685,123.25,0.16,-0.49,8.51,11100,99.8,306.28,45.91,1.12,52.97,3,9.85,9.89,0.05,0.311,0.64,0.05,45.91,312685,9.85,High (0.780 - 0.939),1/1/2012,0.184690158,3,0.16,Poland,Poland,Poland,1.12,9.89,0.823,11100,0.152,36,36,0.311,8.51,99.8,-0.49,1,52.97,306.28,123.25,38536869,EASTERN EUROPE,0.64,2012,2012
H,2012,0.127,2012,Portugal,PRT,Portugal,Portugal,WESTERN EUROPE,10605870,92391,114.79,1.94,3.57,5.05,18000,93.3,399.21,21.75,7.81,70.44,3,10.72,10.5,0.053,0.274,0.673,0.053,21.75,92391,10.72,Upper-Medium (0.659 - 0.780),1/1/2012,0.174211248,3,1.94,Portugal,Portugal,Portugal,7.81,10.5,0.729,18000,0.127,41,41,0.274,5.05,93.3,3.57,1,70.44,399.21,114.79,10605870,WESTERN EUROPE,0.673,2012,2012
H,2012,0.556,2012,Qatar,QAT,Qatar,Qatar,NEAR EAST,885359,11437,77.41,4.92,16.29,18.61,21500,82.5,232,1.64,0.27,98.09,1,15.56,4.72,0.002,0.801,0.197,0.002,1.64,11437,15.56,Upper-Medium (0.659 - 0.780),1/1/2012,0.823703704,1,4.92,Qatar,Qatar,Qatar,0.27,4.72,0.675,21500,0.556,33,33,0.801,18.61,82.5,16.29,1,98.09,232,77.41,885359,NEAR EAST,0.197,2012,2012
UM,2012,0.343,2012,Romania,ROU,Romania,Romania,EASTERN EUROPE,22303552,237500,93.91,0.09,-0.13,26.43,7000,98.4,196.87,40.82,2.25,56.93,3,10.7,11.77,0.101,0.35,0.549,0.101,40.82,237500,10.7,Upper-Medium (0.659 - 0.780),1/1/2012,0.44603381,3,0.09,Romania,Romania,Romania,2.25,11.77,0.769,7000,0.343,50,50,0.35,26.43,98.4,-0.13,1,56.93,196.87,93.91,22303552,EASTERN EUROPE,0.549,2012,2012
L,2012,0.422,2012,Rwanda,RWA,Rwanda,Rwanda,SUB-SAHARAN AFRICA,8648248,26338,328.36,0,0,91.23,1300,70.4,2.66,40.54,12.16,47.3,3,40.37,16.09,0.401,0.229,0.37,0.401,40.54,26338,40.37,"Low (
0.206 - 0.498)",1/1/2012,0.992941176,3,0,Rwanda,Rwanda,Rwanda,12.16,16.09,0.425,1300,0.422,159,159,0.229,91.23,70.4,0,1,47.3,2.66,328.36,8648248,SUB-SAHARAN AFRICA,0.37,2012,2012
LM,2012,0.485,2012,Samoa,WSM,Samoa,Samoa,OCEANIA,176908,2944,60.09,13.69,-11.7,27.71,5600,99.7,75.18,21.2,24.38,54.42,2,16.43,6.62,0.114,0.584,0.302,0.114,21.2,2944,16.43,Upper-Medium (0.659 - 0.780),1/1/2012,0.693848355,2,13.69,Samoa,Samoa,Samoa,24.38,6.62,0.699,5600,0.485,104,104,0.584,27.71,99.7,-11.7,1,54.42,75.18,60.09,176908,OCEANIA,0.302,2012,2012
LM,2012,0.539,2012,Senegal,SEN,Senegal,Senegal,SUB-SAHARAN AFRICA,11987121,196190,61.1,0.27,0.2,55.51,1600,40.2,22.24,12.78,0.21,87.01,2,32.78,9.42,0.172,0.209,0.619,0.172,12.78,196190,32.78,"Low (
0.206 - 0.498)",1/1/2012,1.638297872,2,0.27,Senegal,Senegal,Senegal,0.21,9.42,0.329,1600,0.539,162,162,0.209,55.51,40.2,0.2,1,87.01,22.24,61.1,11987121,SUB-SAHARAN AFRICA,0.619,2012,2012
UM,2012,0.189,2012,Serbia,SRB,Serbia,Serbia,EASTERN EUROPE,9396411,88361,106.34,0,-1.33,12.89,2200,93,285.79,33.35,3.2,63.45,,,,0.166,0.255,0.579,0.166,33.35,88361,,Upper-Medium (0.659 - 0.780),1/1/2012,0.255060729,,0,Serbia,Serbia,Serbia,3.2,,0.741,2200,0.189,66,66,0.255,12.89,93,-1.33,1,63.45,285.79,106.34,9396411,EASTERN EUROPE,0.579,2012,2012
H,2012,0.091,2012,Singapore,SGP,Singapore,Singapore,ASIA (EX. NEAR EAST),4492150,693,6482.18,27.85,11.53,2.29,23700,92.5,411.38,1.64,0,98.36,2,9.34,4.28,0,0.339,0.661,0,1.64,693,9.34,High (0.780 - 0.939),1/1/2012,0.112068966,2,27.85,Singapore,Singapore,Singapore,0,4.28,0.812,23700,0.091,5,5,0.339,2.29,92.5,11.53,1,98.36,411.38,6482.18,4492150,ASIA (EX. NEAR EAST),0.661,2012,2012
H,2012,0.067,2012,Slovenia,SVN,Slovenia,Slovenia,EASTERN EUROPE,2010347,20273,99.16,0.23,1.12,4.45,19000,99.7,406.1,8.6,1.49,89.91,,8.98,10.31,0.028,0.369,0.603,0.028,8.6,20273,8.98,High (0.780 - 0.939),1/1/2012,0.077546296,,0.23,Slovenia,Slovenia,Slovenia,1.49,10.31,0.864,19000,0.067,25,25,0.369,4.45,99.7,1.12,1,89.91,406.1,99.16,2010347,EASTERN EUROPE,0.603,2012,2012
H,2012,0.1,2012,Spain,ESP,Spain,Spain,WESTERN EUROPE,40397842,504782,80.03,0.98,0.99,4.42,22000,97.9,453.54,26.07,9.87,64.06,3,10.06,9.72,0.04,0.295,0.665,0.04,26.07,504782,10.06,High (0.780 - 0.939),1/1/2012,0.124378109,3,0.98,Spain,Spain,Spain,9.87,9.72,0.804,22000,0.1,27,27,0.295,4.42,97.9,0.99,1,64.06,453.54,80.03,40397842,WESTERN EUROPE,0.665,2012,2012
LM,2012,0.609,2012,Sudan,SDN,Sudan,Sudan,SUB-SAHARAN AFRICA,41236378,2505810,16.46,0.03,-0.02,62.5,1900,61.1,16.25,6.83,0.18,92.99,2,34.53,8.97,0.387,0.203,0.41,0.387,6.83,2505810,34.53,"Low (
0.206 - 0.498)",1/1/2012,1.996721311,2,0.03,Sudan,Sudan,Sudan,0.18,8.97,0.305,1900,0.609,165,165,0.203,62.5,61.1,-0.02,1,92.99,16.25,16.46,41236378,SUB-SAHARAN AFRICA,0.41,2012,2012
UM,2012,0.495,2012,Suriname,SUR,Suriname,Suriname,LATIN AMER. & CARIB,439117,163270,2.69,0.24,-8.81,23.57,4000,93,184.69,0.37,0.06,99.57,2,18.02,7.27,0.13,0.22,0.65,0.13,0.37,163270,18.02,Low-Medium (0.498 - 0.659),1/1/2012,0.785714286,2,0.24,Suriname,Suriname,Suriname,0.06,7.27,0.63,4000,0.495,97,97,0.22,23.57,93,-8.81,1,99.57,184.69,2.69,439117,LATIN AMER. & CARIB,0.65,2012,2012
LM,2012,0.559,2012,Swaziland,SWZ,Swaziland,Swaziland,SUB-SAHARAN AFRICA,1136334,17363,65.45,0,0,69.27,4900,81.6,30.8,10.35,0.7,88.95,2.5,27.41,29.74,0.119,0.515,0.366,0.119,10.35,17363,27.41,Low-Medium (0.498 - 0.659),1/1/2012,1.027573529,2.5,0,Swaziland,Swaziland,Swaziland,0.7,29.74,0.544,4900,0.559,148,148,0.515,69.27,81.6,0,1,88.95,30.8,65.45,1136334,SUB-SAHARAN AFRICA,0.366,2012,2012
H,2012,0.049,2012,Sweden,SWE,Sweden,Sweden,WESTERN EUROPE,9016596,449964,20.04,0.72,1.67,2.77,26800,99,715.01,6.54,0.01,93.45,3,10.27,10.31,0.011,0.282,0.707,0.011,6.54,449964,10.27,High (0.780 - 0.939),1/1/2012,0.058125741,3,0.72,Sweden,Sweden,Sweden,0.01,10.31,0.843,26800,0.049,14,14,0.282,2.77,99,1.67,1,93.45,715.01,20.04,9016596,WESTERN EUROPE,0.707,2012,2012
H,2012,0.056,2012,Switzerland,CHE,Switzerland,Switzerland,WESTERN EUROPE,7523934,41290,182.22,0,4.05,4.39,32700,99,680.89,10.42,0.61,88.97,3,9.71,8.49,0.015,0.34,0.645,0.015,10.42,41290,9.71,High (0.780 - 0.939),1/1/2012,0.063276836,3,0,Switzerland,Switzerland,Switzerland,0.61,8.49,0.885,32700,0.056,2,2,0.34,4.39,99,4.05,1,88.97,680.89,182.22,7523934,WESTERN EUROPE,0.645,2012,2012
L,2012,0.323,2012,Tajikistan,TJK,Tajikistan,Tajikistan,C.W. OF IND. STATES,7320815,143100,51.16,0,-2.86,110.76,1000,99.4,33.49,6.61,0.92,92.47,2,32.65,8.25,0.234,0.286,0.48,0.234,6.61,143100,32.65,Low-Medium (0.498 - 0.659),1/1/2012,0.492378049,2,0,Tajikistan,Tajikistan,Tajikistan,0.92,8.25,0.656,1000,0.323,129,129,0.286,110.76,99.4,-2.86,1,92.47,33.49,51.16,7320815,C.W. OF IND. STATES,0.48,2012,2012
UM,2012,0.309,2012,Thailand,THA,Thailand,Thailand,ASIA (EX. NEAR EAST),64631595,514000,125.74,0.63,0,20.48,7400,92.6,108.85,29.36,6.46,64.18,2,13.87,7.04,0.099,0.441,0.46,0.099,29.36,514000,13.87,Low-Medium (0.498 - 0.659),1/1/2012,0.486614173,2,0.63,Thailand,Thailand,Thailand,6.46,7.04,0.635,7400,0.309,87,87,0.441,20.48,92.6,0,1,64.18,108.85,125.74,64631595,ASIA (EX. NEAR EAST),0.46,2012,2012
L,2012,0.586,2012,Togo,TGO,Togo,Togo,SUB-SAHARAN AFRICA,5548702,56785,97.71,0.1,0,66.61,1500,60.9,10.56,46.15,2.21,51.64,2,37.01,9.83,0.395,0.204,0.401,0.395,46.15,56785,37.01,"Low (
0.206 - 0.498)",1/1/2012,1.220833333,2,0.1,Togo,Togo,Togo,2.21,9.83,0.48,1500,0.586,166,166,0.204,66.61,60.9,0,1,51.64,10.56,97.71,5548702,SUB-SAHARAN AFRICA,0.401,2012,2012
UM,2012,0.47,2012,Tonga,TON,Tonga,Tonga,OCEANIA,114689,748,153.33,56.02,0,12.62,2200,98.5,97.66,23.61,43.06,33.33,2,25.37,5.28,0.23,0.27,0.5,0.23,23.61,748,25.37,Upper-Medium (0.659 - 0.780),1/1/2012,0.612777053,2,56.02,Tonga,Tonga,Tonga,43.06,5.28,0.767,2200,0.47,101,101,0.27,12.62,98.5,0,1,33.33,97.66,153.33,114689,OCEANIA,0.5,2012,2012
UM,2012,0.297,2012,Tunisia,TUN,Tunisia,Tunisia,NORTHERN AFRICA,10175014,163610,62.19,0.7,-0.57,24.77,6900,74.2,123.59,17.86,13.74,68.4,3,15.52,5.13,0.132,0.318,0.55,0.132,17.86,163610,15.52,Low-Medium (0.498 - 0.659),1/1/2012,0.465517241,3,0.7,Tunisia,Tunisia,Tunisia,13.74,5.13,0.638,6900,0.297,97,97,0.318,24.77,74.2,-0.57,1,68.4,123.59,62.19,10175014,NORTHERN AFRICA,0.55,2012,2012
UM,2012,0.365,2012,Turkey,TUR,Turkey,Turkey,NEAR EAST,70413958,780580,90.21,0.92,0,41.04,6700,86.5,269.52,30.93,3.31,65.76,3,16.62,5.97,0.117,0.298,0.585,0.117,30.93,780580,16.62,Low-Medium (0.498 - 0.659),1/1/2012,0.559815951,3,0.92,Turkey,Turkey,Turkey,3.31,5.97,0.652,6700,0.365,71,71,0.298,41.04,86.5,0,1,65.76,269.52,90.21,70413958,NEAR EAST,0.585,2012,2012
UM,2012,,2012,Turkmenistan,TKM,Turkmenistan,Turkmenistan,C.W. OF IND. STATES,5042920,488100,10.33,0,-0.86,73.08,5800,98,74.58,3.72,0.14,96.14,1,27.61,8.6,0.209,0.38,0.411,0.209,3.72,488100,27.61,Low-Medium (0.498 - 0.659),1/1/2012,,1,0,Turkmenistan,Turkmenistan,Turkmenistan,0.14,8.6,0.627,5800,,111,111,0.38,73.08,98,-0.86,1,96.14,74.58,10.33,5042920,C.W. OF IND. STATES,0.411,2012,2012
L,2012,0.545,2012,Uganda,UGA,Uganda,Uganda,SUB-SAHARAN AFRICA,28195754,236040,119.45,0,0,67.83,1400,69.9,3.58,25.88,10.65,63.47,2,47.35,12.24,0.311,0.222,0.469,0.311,25.88,236040,47.35,"Low (
0.206 - 0.498)",1/1/2012,1.200440529,2,0,Uganda,Uganda,Uganda,10.65,12.24,0.454,1400,0.545,163,163,0.222,67.83,69.9,0,1,63.47,3.58,119.45,28195754,SUB-SAHARAN AFRICA,0.469,2012,2012
LM,2012,0.316,2012,Ukraine,UKR,Ukraine,Ukraine,C.W. OF IND. STATES,46710816,603700,77.37,0.46,-0.39,20.34,5400,99.7,259.94,56.21,1.61,42.18,3,8.82,14.39,0.187,0.452,0.361,0.187,56.21,603700,8.82,High (0.780 - 0.939),1/1/2012,0.395494368,3,0.46,Ukraine,Ukraine,Ukraine,1.61,14.39,0.799,5400,0.316,84,84,0.452,20.34,99.7,-0.39,1,42.18,259.94,77.37,46710816,C.W. OF IND. STATES,0.361,2012,2012
H,2012,0.32,2012,Uruguay,URY,Uruguay,Uruguay,LATIN AMER. & CARIB,3431932,176220,19.48,0.37,-0.32,11.95,12800,98,291.38,7.43,0.23,92.34,3,13.91,9.05,0.093,0.311,0.596,0.093,7.43,176220,13.91,Upper-Medium (0.659 - 0.780),1/1/2012,0.448807854,3,0.37,Uruguay,Uruguay,Uruguay,0.23,9.05,0.713,12800,0.32,54,54,0.311,11.95,98,-0.32,1,92.34,291.38,19.48,3431932,LATIN AMER. & CARIB,0.596,2012,2012
LM,2012,,2012,Uzbekistan,UZB,Uzbekistan,Uzbekistan,C.W. OF IND. STATES,27307134,447400,61.04,0,-1.72,71.1,1700,99.3,62.88,10.83,0.83,88.34,1,26.36,7.84,0.342,0.229,0.43,0.342,10.83,447400,26.36,Upper-Medium (0.659 - 0.780),1/1/2012,,1,0,Uzbekistan,Uzbekistan,Uzbekistan,0.83,7.84,0.717,1700,,105,105,0.229,71.1,99.3,-1.72,1,88.34,62.88,61.04,27307134,C.W. OF IND. STATES,0.43,2012,2012
LM,2012,0.331,2012,VietNam,VNM,Vietnam,Vietnam,ASIA (EX. NEAR EAST),84402966,329560,256.11,1.05,-0.45,25.95,2500,90.3,187.73,19.97,5.95,74.08,2,16.86,6.22,0.209,0.41,0.381,0.209,19.97,329560,16.86,Low-Medium (0.498 - 0.659),1/1/2012,0.550748752,2,1.05,Vietnam,VietNam,VietNam,5.95,6.22,0.601,2500,0.331,115,115,0.41,25.95,90.3,-0.45,1,74.08,187.73,256.11,84402966,ASIA (EX. NEAR EAST),0.381,2012,2012
LM,2012,0.55,2012,Zambia,ZMB,Zambia,Zambia,SUB-SAHARAN AFRICA,11502010,752614,15.28,0,0,88.29,800,80.6,8.23,7.08,0.03,92.9,2,41,19.93,0.22,0.29,0.489,0.22,7.08,752614,41,Low-Medium (0.498 - 0.659),1/1/2012,0.961538462,2,0,Zambia,Zambia,Zambia,0.03,19.93,0.572,800,0.55,139,139,0.29,88.29,80.6,0,1,92.9,8.23,15.28,11502010,SUB-SAHARAN AFRICA,0.489,2012,2012
L,2012,0.569,2012,Zimbabwe,ZWE,Zimbabwe,Zimbabwe,SUB-SAHARAN AFRICA,12236805,390580,31.33,0,0,67.69,1900,90.7,26.8,8.32,0.34,91.34,2,28.01,21.84,0.179,0.243,0.579,0.179,8.32,390580,28.01,Low-Medium (0.498 - 0.659),1/1/2012,1.040219378,2,0,Zimbabwe,Zimbabwe,Zimbabwe,0.34,21.84,0.547,1900,0.569,154,154,0.243,67.69,90.7,0,1,91.34,26.8,31.33,12236805,SUB-SAHARAN AFRICA,0.579,2012,2012
L,2013,0.689,2013,Afghanistan,AFG,Afghanistan,Afghanistan,ASIA (EX. NEAR EAST),31056997,647500,47.96,0,23.06,163.07,700,36,3.22,12.13,0.22,87.65,1,46.6,20.34,0.38,0.24,0.38,0.38,12.13,647500,46.6,"Low (
0.206 - 0.498)",1/1/2013,1.757653061,1,0,Afghanistan,Afghanistan,Afghanistan,0.22,20.34,0.392,700,0.689,169,169,0.24,163.07,36,23.06,1,87.65,3.22,47.96,31056997,ASIA (EX. NEAR EAST),0.38,2013,2013
UM,2013,0.272,2013,Albania,ALB,Albania,Albania,EASTERN EUROPE,3581655,28748,124.59,1.26,-4.93,21.52,4500,86.5,71.2,21.09,4.42,74.49,3,15.11,5.22,0.232,0.188,0.579,0.232,21.09,28748,15.11,Upper-Medium (0.659 - 0.780),1/1/2013,0.38041958,3,1.26,Albania,Albania,Albania,4.42,5.22,0.715,4500,0.272,75,75,0.188,21.52,86.5,-4.93,1,74.49,71.2,124.59,3581655,EASTERN EUROPE,0.579,2013,2013
UM,2013,0.429,2013,Algeria,DZA,Algeria,Algeria,NORTHERN AFRICA,32930091,2381740,13.83,0.04,-0.39,31,6000,70,78.1,3.22,0.25,96.53,1,17.14,4.61,0.101,0.6,0.298,0.101,3.22,2381740,17.14,Low-Medium (0.498 - 0.659),1/1/2013,0.651975684,1,0.04,Algeria,Algeria,Algeria,0.25,4.61,0.658,6000,0.429,83,83,0.6,31,70,-0.39,1,96.53,78.1,13.83,32930091,NORTHERN AFRICA,0.298,2013,2013
UM,2013,0.364,2013,Argentina,ARG,Argentina,Argentina,LATIN AMER. & CARIB,39921833,2766890,14.43,0.18,0.61,15.18,11200,97.1,220.43,12.31,0.48,87.21,3,16.73,7.55,0.095,0.358,0.547,0.095,12.31,2766890,16.73,High (0.780 - 0.939),1/1/2013,0.451053284,3,0.18,Argentina,Argentina,Argentina,0.48,7.55,0.807,11200,0.364,45,45,0.358,15.18,97.1,0.61,1,87.21,220.43,14.43,39921833,LATIN AMER. & CARIB,0.547,2013,2013
LM,2013,0.308,2013,Armenia,ARM,Armenia,Armenia,C.W. OF IND. STATES,2976372,29800,99.88,0,-6.47,23.28,3500,98.6,195.71,17.55,2.3,80.15,4,12.07,8.23,0.239,0.343,0.418,0.239,17.55,29800,12.07,Upper-Medium (0.659 - 0.780),1/1/2013,0.421917808,4,0,Armenia,Armenia,Armenia,2.3,8.23,0.73,3500,0.308,84,84,0.343,23.28,98.6,-6.47,1,80.15,195.71,99.88,2976372,C.W. OF IND. STATES,0.418,2013,2013
H,2013,0.124,2013,Australia,AUS,Australia,Australia,OCEANIA,20264082,7686850,2.64,0.34,3.98,4.69,29000,100,565.53,6.55,0.04,93.41,1,12.14,7.51,0.038,0.262,0.7,0.038,6.55,7686850,12.14,High (0.780 - 0.939),1/1/2013,0.132055378,1,0.34,Australia,Australia,Australia,0.04,7.51,0.939,29000,0.124,2,2,0.262,4.69,100,3.98,1,93.41,565.53,2.64,20264082,OCEANIA,0.7,2013,2013
H,2013,0.087,2013,Austria,AUT,Austria,Austria,WESTERN EUROPE,8192880,83870,97.69,0,2,4.66,30000,98,452.22,16.91,0.86,82.23,3,8.74,9.76,0.018,0.304,0.678,0.018,16.91,83870,8.74,High (0.780 - 0.939),1/1/2013,0.106227106,3,0,Austria,Austria,Austria,0.86,9.76,0.819,30000,0.087,24,24,0.304,4.66,98,2,1,82.23,452.22,97.69,8192880,WESTERN EUROPE,0.678,2013,2013
UM,2013,0.324,2013,Azerbaijan,AZE,Azerbaijan,Azerbaijan,C.W. OF IND. STATES,7961619,86600,91.94,0,-4.9,81.74,3400,97,137.08,19.63,2.71,77.66,1,20.74,9.75,0.141,0.457,0.402,0.141,19.63,86600,20.74,Upper-Medium (0.659 - 0.780),1/1/2013,0.455696203,1,0,Azerbaijan,Azerbaijan,Azerbaijan,2.71,9.75,0.711,3400,0.324,78,78,0.457,81.74,97,-4.9,1,77.66,137.08,91.94,7961619,C.W. OF IND. STATES,0.402,2013,2013
H,2013,0.372,2013,Bahamas,BHS,Bahamas,Bahamas,LATIN AMER. & CARIB,303770,13940,21.79,25.41,-2.2,25.21,16700,95.6,460.55,0.8,0.4,98.8,2,17.57,9.05,0.03,0.07,0.9,0.03,0.8,13940,17.57,Upper-Medium (0.659 - 0.780),1/1/2013,0.52173913,2,25.41,Bahamas,Bahamas,Bahamas,0.4,9.05,0.713,16700,0.372,58,58,0.07,25.21,95.6,-2.2,1,98.8,460.55,21.79,303770,LATIN AMER. & CARIB,0.9,2013,2013
H,2013,0.22,2013,Bahrain,BHR,Bahrain,Bahrain,NEAR EAST,698585,665,1050.5,24.21,1.05,17.27,16900,89.1,281.28,2.82,5.63,91.55,1,17.8,4.14,0.005,0.387,0.608,0.005,2.82,665,17.8,Upper-Medium (0.659 - 0.780),1/1/2013,0.308988764,1,24.21,Bahrain,Bahrain,Bahrain,5.63,4.14,0.712,16900,0.22,47,47,0.387,17.27,89.1,1.05,1,91.55,281.28,1050.5,698585,NEAR EAST,0.608,2013,2013
