IncomeBucket,Year-1,GII,Year,Country,Code,Region,EducationIndexBucket,Date,GIvsEI,Country-3,Country-4,EI,Literacy-1,Net migration-1,Number of Records,Other-1,Phones-1,Pop. Density-1,Year-2,Year-3,FedPercent,GDPPercent,Year-4,HDI Rank (2015),Country-1,Region-1
H,2012,0.138,2012,Cyprus,CYP,NEAR EAST,Upper-Medium (0.659 - 0.780),1/1/12,0.179220779,Cyprus,Cyprus,0.77,97.6,0.43,1,87.77,,84.79,2012,2012,10.7,null,2012,33,Cyprus,NEAR EAST
H,2012,0.048,2012,Denmark,DNK,WESTERN EUROPE,High (0.780 - 0.939),1/1/12,0.051502146,Denmark,Denmark,0.932,100,2.48,1,45.79,614.6,126.48,2012,2012,39.1,null,2012,5,Denmark,WESTERN EUROPE
UM,2012,0.418,2012,Ecuador,ECU,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/12,0.654147105,Ecuador,Ecuador,0.639,92.5,-8.58,1,89.22,125.6,47.78,2012,2012,32.3,4.2,2012,89,Ecuador,LATIN AMER. & CARIB
H,2012,0.162,2012,Estonia,EST,BALTICS,High (0.780 - 0.939),1/1/12,0.185142857,Estonia,Estonia,0.875,99.8,-3.16,1,83.51,333.75,29.28,2012,2012,20.8,4.7,2012,30,Estonia,BALTICS
L,2012,0.56,2012,Ethiopia,ETH,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/12,1.794871795,Ethiopia,Ethiopia,0.312,42.7,0,1,88.54,8.16,66.34,2012,2012,25.5,5.6,2012,174,Ethiopia,SUB-SAHARAN AFRICA
UM,2012,,2012,Fiji,FJI,OCEANIA,Upper-Medium (0.659 - 0.780),1/1/12,,Fiji,Fiji,0.753,93.7,-3.14,1,84.4,112.59,49.59,2012,2012,null,null,2012,91,Fiji,OCEANIA
H,2012,0.068,2012,Finland,FIN,WESTERN EUROPE,High (0.780 - 0.939),1/1/12,0.081927711,Finland,Finland,0.83,100,0.95,1,92.78,405.25,15.47,2012,2012,42.5,7.2,2012,23,Finland,WESTERN EUROPE
H,2012,0.108,2012,France,FRA,WESTERN EUROPE,High (0.780 - 0.939),1/1/12,0.131707317,France,France,0.82,99,0.66,1,64.4,586.44,111.28,2012,2012,25.1,5.5,2012,21,France,WESTERN EUROPE
UM,2012,0.552,2012,Gabon,GAB,SUB-SAHARAN AFRICA,Low-Medium (0.498 - 0.659),1/1/12,0.907894737,Gabon,Gabon,0.608,63.2,0,1,98.08,27.44,5.32,2012,2012,16.7,null,2012,109,Gabon,SUB-SAHARAN AFRICA
LM,2012,0.375,2012,Georgia,GEO,C.W. OF IND. STATES,Upper-Medium (0.659 - 0.780),1/1/12,0.482005141,Georgia,Georgia,0.778,99,-4.7,1,84.7,146.56,66.88,2012,2012,12,2,2012,70,Georgia,C.W. OF IND. STATES
H,2012,0.087,2012,Germany,DEU,WESTERN EUROPE,High (0.780 - 0.939),1/1/12,0.096132597,Germany,Germany,0.905,99,2.18,1,65.56,667.85,230.86,2012,2012,32.4,4.9,2012,4,Germany,WESTERN EUROPE
LM,2012,,2012,Ghana,GHA,SUB-SAHARAN AFRICA,Low-Medium (0.498 - 0.659),1/1/12,,Ghana,Ghana,0.547,74.8,-0.64,1,74.07,14.35,93.58,2012,2012,null,7.9,2012,139,Ghana,SUB-SAHARAN AFRICA
H,2012,0.134,2012,Greece,GRC,WESTERN EUROPE,High (0.780 - 0.939),1/1/12,0.163614164,Greece,Greece,0.819,97.5,2.35,1,70.12,589.72,81.01,2012,2012,21,null,2012,29,Greece,WESTERN EUROPE
LM,2012,0.523,2012,Guatemala,GTM,LATIN AMER. & CARIB,"Low (
0.206 - 0.498)",1/1/12,1.151982379,Guatemala,Guatemala,0.454,70.6,-1.67,1,82.43,92.09,112.9,2012,2012,13.3,3,2012,125,Guatemala,LATIN AMER. & CARIB
LM,2012,0.515,2012,Guyana,GUY,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/12,0.906690141,Guyana,Guyana,0.568,98.8,-2.07,1,97.41,143.5,3.57,2012,2012,31.3,3.2,2012,127,Guyana,LATIN AMER. & CARIB
LM,2012,0.495,2012,Honduras,HND,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/12,0.982142857,Honduras,Honduras,0.504,76.2,-1.99,1,87.23,67.48,65.36,2012,2012,19.5,null,2012,130,Honduras,LATIN AMER. & CARIB
UM,2012,0.259,2012,Hungary,HUN,EASTERN EUROPE,High (0.780 - 0.939),1/1/12,0.317013464,Hungary,Hungary,0.817,99.4,0.86,1,47.85,336.23,107.29,2012,2012,8.8,null,2012,43,Hungary,EASTERN EUROPE
H,2012,0.085,2012,Iceland,ISL,WESTERN EUROPE,High (0.780 - 0.939),1/1/12,0.096262741,Iceland,Iceland,0.883,99.9,2.38,1,99.93,647.65,2.91,2012,2012,39.7,null,2012,9,Iceland,WESTERN EUROPE
LM,2012,0.573,2012,India,IND,ASIA (EX. NEAR EAST),Low-Medium (0.498 - 0.659),1/1/12,1.132411067,India,India,0.506,59.5,-0.07,1,42.86,45.42,333.18,2012,2012,10.9,3.8,2012,131,India,ASIA (EX. NEAR EAST)
LM,2012,0.476,2012,Indonesia,IDN,ASIA (EX. NEAR EAST),Low-Medium (0.498 - 0.659),1/1/12,0.780327869,Indonesia,Indonesia,0.61,87.9,0,1,81.45,52.03,127.88,2012,2012,18.6,3.4,2012,113,Indonesia,ASIA (EX. NEAR EAST)
H,2012,0.149,2012,Ireland,IRL,WESTERN EUROPE,High (0.780 - 0.939),1/1/12,0.169703872,Ireland,Ireland,0.878,98,4.99,1,84.77,500.46,57.8,2012,2012,19,5.8,2012,8,Ireland,WESTERN EUROPE
H,2012,0.136,2012,Israel,ISR,NEAR EAST,High (0.780 - 0.939),1/1/12,0.158139535,Israel,Israel,0.86,95.4,0.68,1,79.44,462.26,305.83,2012,2012,20,null,2012,19,Israel,NEAR EAST
H,2012,0.116,2012,Italy,ITA,WESTERN EUROPE,High (0.780 - 0.939),1/1/12,0.147021546,Italy,Italy,0.789,98.6,2.07,1,62.68,430.89,192.99,2012,2012,20.6,null,2012,26,Italy,WESTERN EUROPE
UM,2012,0.439,2012,Jamaica,JAM,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/12,0.65037037,Jamaica,Jamaica,0.675,87.9,-4.92,1,73.77,124,250.94,2012,2012,15.5,6.1,2012,94,Jamaica,LATIN AMER. & CARIB
H,2012,0.127,2012,Japan,JPN,ASIA (EX. NEAR EAST),High (0.780 - 0.939),1/1/12,0.153939394,Japan,Japan,0.825,99,0,1,86.85,461.15,337.35,2012,2012,11.3,3.9,2012,17,Japan,ASIA (EX. NEAR EAST)
UM,2012,0.226,2012,Kazakhstan,KAZ,C.W. OF IND. STATES,High (0.780 - 0.939),1/1/12,0.282147316,Kazakhstan,Kazakhstan,0.801,98.4,-3.35,1,91.97,164.11,5.61,2012,2012,18.2,null,2012,56,Kazakhstan,C.W. OF IND. STATES
L,2012,0.61,2012,Kenya,KEN,SUB-SAHARAN AFRICA,Low-Medium (0.498 - 0.659),1/1/12,1.184466019,Kenya,Kenya,0.515,85.1,-0.1,1,90.94,8.12,59.57,2012,2012,9.8,null,2012,146,Kenya,SUB-SAHARAN AFRICA
H,2012,0.247,2012,Kuwait,KWT,NEAR EAST,Low-Medium (0.498 - 0.659),1/1/12,0.408940397,Kuwait,Kuwait,0.604,83.5,14.18,1,99.16,211.01,135.71,2012,2012,6.2,null,2012,51,Kuwait,NEAR EAST
H,2012,0.188,2012,Latvia,LVA,BALTICS,High (0.780 - 0.939),1/1/12,0.230674847,Latvia,Latvia,0.815,99.8,-2.23,1,69.86,321.36,35.22,2012,2012,23,4.6,2012,44,Latvia,BALTICS
UM,2012,0.393,2012,Lebanon,LBN,NEAR EAST,Low-Medium (0.498 - 0.659),1/1/12,0.599085366,Lebanon,Lebanon,0.656,87.4,0,1,69.4,255.55,372.5,2012,2012,3.1,2.2,2012,76,Lebanon,NEAR EAST
LM,2012,0.556,2012,Lesotho,LSO,SUB-SAHARAN AFRICA,Low-Medium (0.498 - 0.659),1/1/12,1.100990099,Lesotho,Lesotho,0.505,84.8,-0.74,1,89,23.73,66.62,2012,2012,26.8,null,2012,160,Lesotho,SUB-SAHARAN AFRICA
L,2012,0.66,2012,Liberia,LBR,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/12,1.594202899,Liberia,Liberia,0.414,57.5,0,1,93.77,2.27,27.31,2012,2012,11.7,2.8,2012,177,Liberia,SUB-SAHARAN AFRICA
H,2012,0.141,2012,Lithuania,LTU,BALTICS,High (0.780 - 0.939),1/1/12,0.162442396,Lithuania,Lithuania,0.868,99.6,-0.71,1,53.87,223.4,55,2012,2012,24.5,4.8,2012,37,Lithuania,BALTICS
H,2012,0.114,2012,Luxembourg,LUX,WESTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/12,0.146341463,Luxembourg,Luxembourg,0.779,100,8.97,1,76.32,515.37,183.45,2012,2012,21.7,null,2012,20,Luxembourg,WESTERN EUROPE
L,2012,0.607,2012,Malawi,MWI,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/12,1.37020316,Malawi,Malawi,0.443,62.7,0,1,75.13,7.89,109.84,2012,2012,22.3,null,2012,170,Malawi,SUB-SAHARAN AFRICA
UM,2012,0.303,2012,Malaysia,MYS,ASIA (EX. NEAR EAST),Upper-Medium (0.659 - 0.780),1/1/12,0.436599424,Malaysia,Malaysia,0.694,88.7,0,1,76.91,179.04,73.95,2012,2012,13.2,null,2012,59,Malaysia,ASIA (EX. NEAR EAST)
UM,2012,0.353,2012,Maldives,MDV,ASIA (EX. NEAR EAST),Low-Medium (0.498 - 0.659),1/1/12,0.664783427,Maldives,Maldives,0.531,97.2,0,1,70,89.97,1196.69,2012,2012,6.5,5.2,2012,105,Maldives,ASIA (EX. NEAR EAST)
L,2012,0.682,2012,Mali,MLI,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/12,2.335616438,Mali,Mali,0.292,46.4,-0.33,1,96.15,6.4,9.45,2012,2012,10.2,4.2,2012,175,Mali,SUB-SAHARAN AFRICA
H,2012,0.263,2012,Malta,MLT,WESTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/12,0.363259669,Malta,Malta,0.724,92.8,2.07,1,68.74,504.98,1266.5,2012,2012,8.7,6.8,2012,33,Malta,WESTERN EUROPE
LM,2012,0.647,2012,Mauritania,MRT,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/12,1.792243767,Mauritania,Mauritania,0.361,41.7,0,1,99.51,12.9,3.08,2012,2012,19.2,3,2012,157,Mauritania,SUB-SAHARAN AFRICA
UM,2012,0.369,2012,Mauritius,MUS,SUB-SAHARAN AFRICA,Upper-Medium (0.659 - 0.780),1/1/12,0.530172414,Mauritius,Mauritius,0.696,85.6,-0.9,1,47.78,289.32,608.25,2012,2012,18.8,3.5,2012,64,Mauritius,SUB-SAHARAN AFRICA
UM,2012,0.369,2012,Mexico,MEX,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/12,0.574766355,Mexico,Mexico,0.642,92.2,-4.87,1,85.7,181.59,54.47,2012,2012,36,null,2012,77,Mexico,LATIN AMER. & CARIB
LM,2012,0.3,2012,Mongolia,MNG,ASIA (EX. NEAR EAST),Upper-Medium (0.659 - 0.780),1/1/12,0.408163265,Mongolia,Mongolia,0.735,97.8,0,1,99.23,55.08,1.81,2012,2012,14.9,null,2012,92,Mongolia,ASIA (EX. NEAR EAST)
LM,2012,0.527,2012,Morocco,MAR,NORTHERN AFRICA,"Low (
0.206 - 0.498)",1/1/12,1.079918033,Morocco,Morocco,0.488,51.7,-0.98,1,78.22,40.35,74.44,2012,2012,11,null,2012,123,Morocco,NORTHERN AFRICA
L,2012,0.596,2012,Mozambique,MOZ,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/12,1.641873278,Mozambique,Mozambique,0.363,47.8,0,1,94.6,3.54,24.56,2012,2012,39.2,6.1,2012,181,Mozambique,SUB-SAHARAN AFRICA
UM,2012,0.506,2012,Namibia,NAM,SUB-SAHARAN AFRICA,Low-Medium (0.498 - 0.659),1/1/12,0.942271881,Namibia,Namibia,0.537,84,0,1,99.01,62.57,2.48,2012,2012,25,null,2012,125,Namibia,SUB-SAHARAN AFRICA
L,2012,0.518,2012,Nepal,NPL,ASIA (EX. NEAR EAST),"Low (
0.206 - 0.498)",1/1/12,1.111587983,Nepal,Nepal,0.466,45.2,0,1,77.68,15.86,192.19,2012,2012,33.2,null,2012,144,Nepal,ASIA (EX. NEAR EAST)
H,2012,0.049,2012,Netherlands,NLD,WESTERN EUROPE,High (0.780 - 0.939),1/1/12,0.0546875,Netherlands,Netherlands,0.896,99,2.91,1,72.32,460.84,397.14,2012,2012,37.8,5.5,2012,7,Netherlands,WESTERN EUROPE
LM,2012,0.479,2012,Nicaragua,NIC,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/12,0.905482042,Nicaragua,Nicaragua,0.529,67.5,-1.22,1,82.12,39.66,43.01,2012,2012,40.2,null,2012,124,Nicaragua,LATIN AMER. & CARIB
L,2012,0.707,2012,Niger,NER,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/12,3.552763819,Niger,Niger,0.199,17.6,-0.67,1,96.45,1.92,9.89,2012,2012,13.3,4.3,2012,187,Niger,SUB-SAHARAN AFRICA
H,2012,0.067,2012,Norway,NOR,WESTERN EUROPE,High (0.780 - 0.939),1/1/12,0.073869901,Norway,Norway,0.907,100,1.74,1,97.13,461.74,14.24,2012,2012,39.6,7.4,2012,1,Norway,WESTERN EUROPE
H,2012,0.302,2012,Oman,OMN,NEAR EAST,Low-Medium (0.498 - 0.659),1/1/12,0.466049383,Oman,Oman,0.648,75.8,0.28,1,99.74,85.49,14.6,2012,2012,9.6,null,2012,52,Oman,NEAR EAST
LM,2012,0.556,2012,Pakistan,PAK,ASIA (EX. NEAR EAST),"Low (
0.206 - 0.498)",1/1/12,1.455497382,Pakistan,Pakistan,0.382,45.7,-2.77,1,71.26,31.83,206.24,2012,2012,21.1,2.1,2012,147,Pakistan,ASIA (EX. NEAR EAST)
UM,2012,0.512,2012,Panama,PAN,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/12,0.75739645,Panama,Panama,0.676,92.6,-0.91,1,90.66,137.91,40.81,2012,2012,8.5,null,2012,60,Panama,LATIN AMER. & CARIB
LM,2012,0.491,2012,Paraguay,PRY,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/12,0.810231023,Paraguay,Paraguay,0.606,94,-0.08,1,92.17,49.23,16,2012,2012,13.6,5,2012,110,Paraguay,LATIN AMER. & CARIB
UM,2012,0.4,2012,Peru,PER,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/12,0.595238095,Peru,Peru,0.672,90.9,-1.05,1,96.71,79.52,22.02,2012,2012,21.5,2.9,2012,87,Peru,LATIN AMER. & CARIB
LM,2012,,2012,Philippines,PHL,ASIA (EX. NEAR EAST),Low-Medium (0.498 - 0.659),1/1/12,,Philippines,Philippines,0.631,92.6,-1.5,1,64.28,38.42,298.23,2012,2012,22.1,null,2012,116,Philippines,ASIA (EX. NEAR EAST)
H,2012,0.152,2012,Poland,POL,EASTERN EUROPE,High (0.780 - 0.939),1/1/12,0.184690158,Poland,Poland,0.823,99.8,-0.49,1,52.97,306.28,123.25,2012,2012,21.8,4.8,2012,36,Poland,EASTERN EUROPE
H,2012,0.127,2012,Portugal,PRT,WESTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/12,0.174211248,Portugal,Portugal,0.729,93.3,3.57,1,70.44,399.21,114.79,2012,2012,28.7,null,2012,41,Portugal,WESTERN EUROPE
H,2012,0.556,2012,Qatar,QAT,NEAR EAST,Upper-Medium (0.659 - 0.780),1/1/12,0.823703704,Qatar,Qatar,0.675,82.5,16.29,1,98.09,232,77.41,2012,2012,0.1,3.5,2012,33,Qatar,NEAR EAST
UM,2012,0.343,2012,Romania,ROU,EASTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/12,0.44603381,Romania,Romania,0.769,98.4,-0.13,1,56.93,196.87,93.91,2012,2012,11.6,2.9,2012,50,Romania,EASTERN EUROPE
L,2012,0.422,2012,Rwanda,RWA,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/12,0.992941176,Rwanda,Rwanda,0.425,70.4,0,1,47.3,2.66,328.36,2012,2012,51.9,4.8,2012,159,Rwanda,SUB-SAHARAN AFRICA
LM,2012,0.485,2012,Samoa,WSM,OCEANIA,Upper-Medium (0.659 - 0.780),1/1/12,0.693848355,Samoa,Samoa,0.699,99.7,-11.7,1,54.42,75.18,60.09,2012,2012,4.1,null,2012,104,Samoa,OCEANIA
LM,2012,0.539,2012,Senegal,SEN,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/12,1.638297872,Senegal,Senegal,0.329,40.2,0.2,1,87.01,22.24,61.1,2012,2012,42.7,null,2012,162,Senegal,SUB-SAHARAN AFRICA
UM,2012,0.189,2012,Serbia,SRB,EASTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/12,0.255060729,Serbia,Serbia,0.741,93,-1.33,1,63.45,285.79,106.34,2012,2012,33.2,4.4,2012,66,Serbia,EASTERN EUROPE
H,2012,0.091,2012,Singapore,SGP,ASIA (EX. NEAR EAST),High (0.780 - 0.939),1/1/12,0.112068966,Singapore,Singapore,0.812,92.5,11.53,1,98.36,411.38,6482.18,2012,2012,24.2,3.1,2012,5,Singapore,ASIA (EX. NEAR EAST)
H,2012,0.067,2012,Slovenia,SVN,EASTERN EUROPE,High (0.780 - 0.939),1/1/12,0.077546296,Slovenia,Slovenia,0.864,99.7,1.12,1,89.91,406.1,99.16,2012,2012,24.6,5.7,2012,25,Slovenia,EASTERN EUROPE
H,2012,0.1,2012,Spain,ESP,WESTERN EUROPE,High (0.780 - 0.939),1/1/12,0.124378109,Spain,Spain,0.804,97.9,0.99,1,64.06,453.54,80.03,2012,2012,35.2,4.4,2012,27,Spain,WESTERN EUROPE
LM,2012,0.609,2012,Sudan,SDN,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/12,1.996721311,Sudan,Sudan,0.305,61.1,-0.02,1,92.99,16.25,16.46,2012,2012,24.3,null,2012,181,Sudan,SUB-SAHARAN AFRICA
LM,2012,0.609,2012,Sudan,SDN,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/12,1.996721311,Sudan,Sudan,0.305,61.1,-0.02,1,92.99,16.25,16.46,2012,2012,24.1,null,2012,181,Sudan,SUB-SAHARAN AFRICA
LM,2012,0.609,2012,Sudan,SDN,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/12,1.996721311,Sudan,Sudan,0.305,61.1,-0.02,1,92.99,16.25,16.46,2012,2012,24.3,null,2012,165,Sudan,SUB-SAHARAN AFRICA
LM,2012,0.609,2012,Sudan,SDN,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/12,1.996721311,Sudan,Sudan,0.305,61.1,-0.02,1,92.99,16.25,16.46,2012,2012,24.1,null,2012,165,Sudan,SUB-SAHARAN AFRICA
LM,2012,0.559,2012,Swaziland,SWZ,SUB-SAHARAN AFRICA,Low-Medium (0.498 - 0.659),1/1/12,1.027573529,Swaziland,Swaziland,0.544,81.6,0,1,88.95,30.8,65.45,2012,2012,21.9,null,2012,148,Swaziland,SUB-SAHARAN AFRICA
H,2012,0.049,2012,Sweden,SWE,WESTERN EUROPE,High (0.780 - 0.939),1/1/12,0.058125741,Sweden,Sweden,0.843,99,1.67,1,93.45,715.01,20.04,2012,2012,44.7,7.7,2012,14,Sweden,WESTERN EUROPE
H,2012,0.056,2012,Switzerland,CHE,WESTERN EUROPE,High (0.780 - 0.939),1/1/12,0.063276836,Switzerland,Switzerland,0.885,99,4.05,1,88.97,680.89,182.22,2012,2012,27.2,5.1,2012,2,Switzerland,WESTERN EUROPE
L,2012,0.323,2012,Tajikistan,TJK,C.W. OF IND. STATES,Low-Medium (0.498 - 0.659),1/1/12,0.492378049,Tajikistan,Tajikistan,0.656,99.4,-2.86,1,92.47,33.49,51.16,2012,2012,17.5,4,2012,129,Tajikistan,C.W. OF IND. STATES
UM,2012,0.309,2012,Thailand,THA,ASIA (EX. NEAR EAST),Low-Medium (0.498 - 0.659),1/1/12,0.486614173,Thailand,Thailand,0.635,92.6,0,1,64.18,108.85,125.74,2012,2012,15.7,4.5,2012,87,Thailand,ASIA (EX. NEAR EAST)
L,2012,0.586,2012,Togo,TGO,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/12,1.220833333,Togo,Togo,0.48,60.9,0,1,51.64,10.56,97.71,2012,2012,11.1,4.7,2012,166,Togo,SUB-SAHARAN AFRICA
UM,2012,0.47,2012,Tonga,TON,OCEANIA,Upper-Medium (0.659 - 0.780),1/1/12,0.612777053,Tonga,Tonga,0.767,98.5,0,1,33.33,97.66,153.33,2012,2012,3.6,null,2012,101,Tonga,OCEANIA
UM,2012,0.297,2012,Tunisia,TUN,NORTHERN AFRICA,Low-Medium (0.498 - 0.659),1/1/12,0.465517241,Tunisia,Tunisia,0.638,74.2,-0.57,1,68.4,123.59,62.19,2012,2012,26.7,6.2,2012,97,Tunisia,NORTHERN AFRICA
UM,2012,0.365,2012,Turkey,TUR,NEAR EAST,Low-Medium (0.498 - 0.659),1/1/12,0.559815951,Turkey,Turkey,0.652,86.5,0,1,65.76,269.52,90.21,2012,2012,14.2,null,2012,71,Turkey,NEAR EAST
UM,2012,,2012,Turkmenistan,TKM,C.W. OF IND. STATES,Low-Medium (0.498 - 0.659),1/1/12,,Turkmenistan,Turkmenistan,0.627,98,-0.86,1,96.14,74.58,10.33,2012,2012,16.8,3,2012,111,Turkmenistan,C.W. OF IND. STATES
L,2012,0.545,2012,Uganda,UGA,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/12,1.200440529,Uganda,Uganda,0.454,69.9,0,1,63.47,3.58,119.45,2012,2012,35,2.7,2012,163,Uganda,SUB-SAHARAN AFRICA
LM,2012,0.316,2012,Ukraine,UKR,C.W. OF IND. STATES,High (0.780 - 0.939),1/1/12,0.395494368,Ukraine,Ukraine,0.799,99.7,-0.39,1,42.18,259.94,77.37,2012,2012,9.4,6.7,2012,84,Ukraine,C.W. OF IND. STATES
H,2012,0.32,2012,Uruguay,URY,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/12,0.448807854,Uruguay,Uruguay,0.713,98,-0.32,1,92.34,291.38,19.48,2012,2012,12.3,null,2012,54,Uruguay,LATIN AMER. & CARIB
LM,2012,0.331,2012,VietNam,VNM,ASIA (EX. NEAR EAST),Low-Medium (0.498 - 0.659),1/1/12,0.550748752,VietNam,VietNam,0.601,90.3,-0.45,1,74.08,187.73,256.11,2012,2012,24.4,6.3,2012,115,VietNam,ASIA (EX. NEAR EAST)
LM,2012,0.55,2012,Zambia,ZMB,SUB-SAHARAN AFRICA,Low-Medium (0.498 - 0.659),1/1/12,0.961538462,Zambia,Zambia,0.572,80.6,0,1,92.9,8.23,15.28,2012,2012,11.5,null,2012,139,Zambia,SUB-SAHARAN AFRICA
L,2012,0.569,2012,Zimbabwe,ZWE,SUB-SAHARAN AFRICA,Low-Medium (0.498 - 0.659),1/1/12,1.040219378,Zimbabwe,Zimbabwe,0.547,90.7,0,1,91.34,26.8,31.33,2012,2012,17.9,null,2012,154,Zimbabwe,SUB-SAHARAN AFRICA
L,2013,0.689,2013,Afghanistan,AFG,ASIA (EX. NEAR EAST),"Low (
0.206 - 0.498)",1/1/13,1.757653061,Afghanistan,Afghanistan,0.392,36,23.06,1,87.65,3.22,47.96,2013,2013,27.6,4.5,2013,169,Afghanistan,ASIA (EX. NEAR EAST)
UM,2013,0.272,2013,Albania,ALB,EASTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/13,0.38041958,Albania,Albania,0.715,86.5,-4.93,1,74.49,71.2,124.59,2013,2013,17.9,3.5,2013,75,Albania,EASTERN EUROPE
UM,2013,0.364,2013,Argentina,ARG,LATIN AMER. & CARIB,High (0.780 - 0.939),1/1/13,0.451053284,Argentina,Argentina,0.807,97.1,0.61,1,87.21,220.43,14.43,2013,2013,37.1,5.3,2013,45,Argentina,LATIN AMER. & CARIB
LM,2013,0.308,2013,Armenia,ARM,C.W. OF IND. STATES,Upper-Medium (0.659 - 0.780),1/1/13,0.421917808,Armenia,Armenia,0.73,98.6,-6.47,1,80.15,195.71,99.88,2013,2013,10.7,2.6,2013,84,Armenia,C.W. OF IND. STATES
H,2013,0.124,2013,Australia,AUS,OCEANIA,High (0.780 - 0.939),1/1/13,0.132055378,Australia,Australia,0.939,100,3.98,1,93.41,565.53,2.64,2013,2013,31.1,5.3,2013,2,Australia,OCEANIA
H,2013,0.087,2013,Austria,AUT,WESTERN EUROPE,High (0.780 - 0.939),1/1/13,0.106227106,Austria,Austria,0.819,98,2,1,82.23,452.22,97.69,2013,2013,32.2,5.6,2013,24,Austria,WESTERN EUROPE
UM,2013,0.324,2013,Azerbaijan,AZE,C.W. OF IND. STATES,Upper-Medium (0.659 - 0.780),1/1/13,0.455696203,Azerbaijan,Azerbaijan,0.711,97,-4.9,1,77.66,137.08,91.94,2013,2013,15.6,2.5,2013,78,Azerbaijan,C.W. OF IND. STATES
H,2013,0.372,2013,Bahamas,BHS,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/13,0.52173913,Bahamas,Bahamas,0.713,95.6,-2.2,1,98.8,460.55,21.79,2013,2013,16.7,null,2013,58,Bahamas,LATIN AMER. & CARIB
H,2013,0.22,2013,Bahrain,BHR,NEAR EAST,Upper-Medium (0.659 - 0.780),1/1/13,0.308988764,Bahrain,Bahrain,0.712,89.1,1.05,1,91.55,281.28,1050.5,2013,2013,18.8,null,2013,47,Bahrain,NEAR EAST
L,2013,0.535,2013,Bangladesh,BGD,ASIA (EX. NEAR EAST),"Low (
0.206 - 0.498)",1/1/13,1.178414097,Bangladesh,Bangladesh,0.454,43.1,-0.71,1,34.82,7.26,1023.37,2013,2013,19.7,2,2013,139,Bangladesh,ASIA (EX. NEAR EAST)
H,2013,0.294,2013,Barbados,BRB,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/13,0.380336352,Barbados,Barbados,0.773,97.4,-0.31,1,60.46,481.94,649.45,2013,2013,21.6,5.5,2013,54,Barbados,LATIN AMER. & CARIB
UM,2013,0.148,2013,Belarus,BLR,C.W. OF IND. STATES,High (0.780 - 0.939),1/1/13,0.177458034,Belarus,Belarus,0.834,99.6,2.54,1,69.85,319.08,49.58,2013,2013,29.5,5.2,2013,52,Belarus,C.W. OF IND. STATES
H,2013,0.084,2013,Belgium,BEL,WESTERN EUROPE,High (0.780 - 0.939),1/1/13,0.101083032,Belgium,Belgium,0.831,98,1.23,1,76.32,462.57,339.99,2013,2013,38.9,null,2013,22,Belgium,WESTERN EUROPE
UM,2013,0.384,2013,Belize,BLZ,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/13,0.545454545,Belize,Belize,0.704,94.1,0,1,95.44,115.73,12.53,2013,2013,13.3,6.2,2013,103,Belize,LATIN AMER. & CARIB
L,2013,0.615,2013,Benin,BEN,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/13,1.529850746,Benin,Benin,0.402,40.9,0,1,79.52,9.7,69.82,2013,2013,8.4,4.6,2013,167,Benin,SUB-SAHARAN AFRICA
